val50,val40,val30,val20,val10,val0
9.509451526219148e-05,0.00010254847596040574,9.152099361878167e-05,9.350172063856144e-05,9.241486624462474e-05,0.0001004315700521165
9.311177141550939e-05,9.495428407308827e-05,9.259037104790814e-05,9.182839656503556e-05,9.285710577094973e-05,9.86713240811423e-05
